organization,project_name,location,recording_date,longitude,latitude,method,status,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,vocalization,abundance,species_comments,is_verified
BU,TimeOFDay,H-P10-31-33,2021-05-29 19:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P10-31-33,2021-05-29 19:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,45.66,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,27.01,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,8.95,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,22.13,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,41.31,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,57.45,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,43.38,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,13.45,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,29.16,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,5.61,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,49.58,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,19.53,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,38.73,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,51.24,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,15.29,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,0.24,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 20:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,34.95,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,23.14,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,28.70,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,6.44,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,9.46,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,52.48,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,37.96,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,40.95,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,19.48,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,54.19,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,27.66,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,30.24,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,5.64,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 21:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,49.35,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,22.83,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,41.59,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,3.66,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,48.13,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,10.59,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,27.85,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,44.56,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,37.51,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,25.91,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,29.86,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,12.28,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,14.98,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 22:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P10-31-33,2021-05-29 23:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,43.71,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 23:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P10-31-33,2021-05-29 23:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 00:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 00:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 00:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 01:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 01:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 01:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 02:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 02:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 02:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 03:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 03:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 03:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,46.35,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,8.66,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,29.91,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,49.86,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,5.86,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,0.04,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,36.44,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,0.06,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,3.84,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,21.98,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,40.00,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,53.98,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,11.55,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,28.61,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,41.56,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,56.04,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 04:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,4,23.76,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,52.96,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,47.31,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,26.05,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,4.16,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,57.25,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,54.71,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,40.41,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,22.66,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,4.15,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,42.36,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,48.71,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,17.86,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,33.03,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,57.06,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,29.38,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 05:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,10.88,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,7.34,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,45.40,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,3.36,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,57.25,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,22.18,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,10.16,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,54.14,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,36.26,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,19.53,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,29.75,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,49.58,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,18.50,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,41.33,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 06:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,11.55,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,25.53,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,51.99,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,31.69,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,3.23,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,29.23,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,54.91,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,6.49,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,4.00,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,25.16,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,47.20,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,22.64,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,0.03,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,48.76,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 07:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,9.30,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 08:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 08:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,4.26,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 08:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,51.14,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,57.34,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,10.21,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,16.36,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,35.05,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,56.71,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,14.51,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,30.18,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,51.53,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,7.99,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,37.63,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,50.28,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,34.19,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 09:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 10:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 10:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 10:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 11:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 11:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,51.33,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 11:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,32.81,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 11:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
BU,TimeOFDay,H-P15-22-24,2021-06-21 12:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,6.46,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 12:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,24.06,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 12:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,4.31,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 12:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,16.71,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 12:20:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,41.76,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 12:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,0.10,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 12:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,40.63,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 12:40:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,2.20,Song,1,,false
BU,TimeOFDay,H-P15-22-24,2021-06-21 13:00:00,-116.733744,56.295290,60s None,Transcribed,Erin Bayne,NONE,NONE,,,,,,,
